index,specific_price,min_quantity_kg,keep,title,link,hydrate_count,scaled_anhydrous_price,min_quantity,min_unit,search_text
CaCl2,0.1,20000.0,y,HOT SALE 74% 77% 94% 97% Industrial Grade CaCl2 White Powder CALCIUM CHLORIDE,https://www.alibaba.com/product-detail/HOT-SALE-74-77-94-97_62443622867.html,not_specified,,20.0,t,CaCl2
CaCl2,0.021,25000.0,y,25kg Cacl2 CHLORIDE Industrial Grade Calcium Chloride White Flake 74 10035 04 8 2827200000 Cacl2 2h2o 233 140 8 25kg 1000kg CAS,https://www.alibaba.com/product-detail/25kg-Cacl2-CHLORIDE-Industrial-Grade-Calcium_1600481810730.html,not_specified,,25.0,t,CaCl2
CaCl2,0.19,20000.0,y,Cacl2 Cacl2cacl2 Cacl2 Calcium Choride Manufacturer CHLORIDE Industrial Grade Supply High Quality Cacl2,https://www.alibaba.com/product-detail/Cacl2-Cacl2cacl2-Cacl2-Calcium-Choride-Manufacturer_60817825921.html?s=p,not_specified,,20.0,t,CaCl2
CaCl2,0.16,40000.0,y,Wholesale industrial grade CaCl2 calcium choride 74%,https://www.alibaba.com/product-detail/Wholesale-industrial-grade-CaCl2-calcium-choride_1600285911670.html?s=p,not_specified,,40.0,t,CaCl2
CaCl2,0.38,1000.0,y,Factory Direct Sale Cheap Price Cacl2 Agent Bulk Calcium Chloride,https://www.alibaba.com/product-detail/Factory-Direct-Sale-Cheap-Price-Cacl2_1600432134123.html?s=p,not_specified,,1.0,t,CaCl2
CaF2,0.368,1000.0,y,Caf2 Caf2 95-97% Fluorite Powder,https://www.alibaba.com/product-detail/Caf2-Caf2-95-97-Fluorite-Powder_1600268152181.html?s=p,,,1.0,t,CaF2
CaF2,0.2,1000.0,y,factory price of CaF2 Fluorite lump,https://www.alibaba.com/product-detail/factory-price-of-CaF2-Fluorite-lump_62145996617.html,,,1.0,t,CaF2
CaF2,0.18,1000.0,y,High content CaF2 fluorspar powder fluorite powder,https://www.alibaba.com/product-detail/High-content-CaF2-fluorspar-powder-fluorite_1600064420603.html,,,1.0,t,CaF2
CaF2,0.3,20000.0,y,Caf2 Caf2 Fluorspar Prices Hot Sale 90%Fluorspar CaF2 Used For Material Industry,https://www.alibaba.com/product-detail/Caf2-Caf2-Fluorspar-Prices-Hot-Sale_62314884070.html?s=p,,,20.0,t,CaF2
CaSO4,0.4,50000.0,y,Calcium sulfate anhydrous / CaSO4 2H2O /white powder,https://www.alibaba.com/product-detail/Calcium-sulfate-anhydrous-CaSO4-2H2O-white_60461665597.html,0,0.4,50.0,t,CaSO4
CaSO4,0.4,1000.0,y,calcium sulphate dihydrate and Anhydrite calcium sulfate CaSO4,https://www.alibaba.com/product-detail/calcium-sulphate-dihydrate-and-Anhydrite-calcium_1600206711214.html,multiple_found,,1.0,t,CaSO4
CaSO4,4.45,9000.0,y,Calcium sulfate price reagent grade calcium sulphate caso4 2h2o,https://www.alibaba.com/product-detail/Calcium-sulfate-price-reagent-grade-calcium_1600378739965.html,not_specified,,9.0,t,CaSO4
CaSO4,0.365,1000.0,y,Natural gypsum ore calcium sulfate lump CaSO4,https://www.alibaba.com/product-detail/Natural-gypsum-ore-calcium-sulfate-lump_1600441371201.html,not_specified,,1.0,t,CaSO4
CaSO4,0.13,1000.0,y,Caso4 Gypsum Powder Price Calcium Sulfate Food Grade/ Gypsum/ Caso4 Powder,https://www.alibaba.com/product-detail/Caso4-Gypsum-Powder-Price-Calcium-Sulfate_1600409877242.html?s=p,not_specified,,1.0,t,CaSO4
CaSO4,0.36,1000.0,y,inorganic chemicals Calcium sulfate dihydrate feed grade CaSO4,https://www.alibaba.com/product-detail/inorganic-chemicals-Calcium-sulfate-dihydrate-feed_1600501639304.html,2,0.4552796509321697,1.0,t,CaSO4
CaSO4,0.4,20000.0,y,Calcium Sulfate food grade/ Gypsum/ Caso4,https://www.alibaba.com/product-detail/Calcium-Sulfate-food-grade-Gypsum-Caso4_60222754377.html,not_specified,,20.0,t,CaSO4
Cd,1.9,25000.0,y,Cadmium Ingots,https://www.alibaba.com/product-detail/Cadmium-Ingots_1600438299719.html?s=p,,,25.0,t,Cadmium metal
Cd,300.0,1.0,y,4N5 Cadmium metal cadmium cd 99.995% cadmium ingot,https://www.alibaba.com/product-detail/4N5-Cadmium-metal-cadmium-cd-99_1600214164692.html,,,1.0,kg,Cadmium metal
Cd,30.0,3.0,y,Cadmium Metal Bismuth Metal China Factory Fusible Alloy 158F 70C Bismuth Lead Tin Cadmium Alloy Wood's Metal,https://www.alibaba.com/product-detail/Cadmium-Metal-Bismuth-Metal-China-Factory_62203013531.html?s=p,,,3.0,kg,Cadmium metal
Cd,23.0,5.0,y,Pure Cadmium metal Rod with Smooth Surface for Nuclear Reactor Components,https://www.alibaba.com/product-detail/Pure-Cadmium-metal-Rod-with-Smooth_60714813499.html,,,5.0,kg,Cadmium metal
Cd,1.7,1.0,y,"Refined Cadmium ingot 99.995%, pure cadmium metal on sale",https://www.alibaba.com/product-detail/Refined-Cadmium-ingot-99-995-pure_1600302229036.html,,,1.0,kg,Cadmium metal
Cd(OH)2,10.0,1000.0,y,Cadmium hydroxide Cd(OH)2 CAS 21041-95-2,https://www.alibaba.com/product-detail/Cadmium-hydroxide-Cd-OH-2-CAS_573991118.html,,,1000.0,kg,cadmium hydroxide
Cd(OH)2,35.0,1000.0,y,Cadmium Hydroxide,https://www.alibaba.com/product-detail/Cadmium-Hydroxide_10000001175860.html,,,1000.0,kg,cadmium hydroxide
CdCO3,0.5,10000.0,y,Zinc Hydroxide Zn(OH)2 CAS 20427-58-1,https://www.alibaba.com/product-detail/quality-industrial-Cadmium-Carbonate_11000000302128.html?spm=a2700.galleryofferlist.normal_offer.d_title.2282377aapuH8m,not_specified,,10.0,t,CdCO3 cadmium carbonate
CdSO4 ,10.0,1.0,y,99% Cadmium Sulfate Acid / Cadmium sulfate CAS 10124-36-4 industrial / Electron Grade,https://www.alibaba.com/product-detail/99-Cadmium-Sulfate-Acid-Cadmium-sulfate_1600327656489.html,,,1.0,kg,CdSO4 cadmium sulphate
CdSO4 ,10.0,1.0,y,High quality CdSO4 for electroplating Cadmium sulfate,https://www.alibaba.com/product-detail/High-quality-CdSO4-for-electroplating-Cadmium_1600261290327.html,,,1.0,kg,CdSO4 cadmium sulphate
CdSO4 ,10.0,1.0,y,High Quality Cadmium Sulfate CAS 10124-36-4,https://www.alibaba.com/product-detail/High-Quality-Cadmium-Sulfate-CAS-10124_1600310114919.html,,,1.0,kg,CdSO4 cadmium sulphate
CdSO4 ,10.0,1.0,y,Factory Supply High Quality Cadmium Sulfate CAS No. 10124-36-4 With Best Price,https://www.alibaba.com/product-detail/Factory-Supply-High-Quality-Cadmium-Sulfate_1600315444648.html,,,1.0,kg,CdSO4 cadmium sulphate
CeO2,1.38,10.0,y,Ceo2 Ceo2 CeO2 Rare Earth Product Cerium Oxide High Purity High Quality Rare Earth Powder,https://www.alibaba.com/product-detail/Ceo2-Ceo2-CeO2-Rare-Earth-Product_1600304692526.html?s=p,,,10.0,kg,CeO2
CeO2,3.8,1.0,y,price of Cerium oxide CeO2 powder factory sale Cerium oxide Customized size Nano powder,https://www.alibaba.com/product-detail/price-of-Cerium-oxide-CeO2-powder_1600312346240.html?s=p,,,1.0,kg,CeO2
CeO2,4.56,1.0,y,For Electronic Ceramics Hot Sale Cerium Oxide Ceo2 Stabilized Zirconium Oxide Powder/ball Zro2 Cas 1314-23-4,https://www.alibaba.com/product-detail/For-Electronic-Ceramics-Hot-Sale-Cerium_1600310614476.html?s=p,,,1.0,kg,CeO2
CeO2,1.89,1.0,y,Ceo2 Ceo2 High Grade Pure Cerium Oxide CeO2 Price,https://www.alibaba.com/product-detail/Ceo2-Ceo2-High-Grade-Pure-Cerium_60643283103.html?s=p,,,1.0,kg,CeO2
CeO2,20.0,1.0,y,99.9% nano Cerium Oxide powder Ceria CeO2 nanoparticles,https://www.alibaba.com/product-detail/99-9-nano-Cerium-Oxide-powder_1600270978517.html,,,1.0,kg,CeO2
CeO2,1.5,1.0,y,CeO2 cerium oxide nanopowder CAS 1306-38-3,https://www.alibaba.com/product-detail/CeO2-cerium-oxide-nanopowder-CAS-1306_1600331710049.html,,,1.0,kg,CeO2
CeO2,3.0,1.0,y,Ceo2 Ceo2 Factory Price Cerium Oxide Glass Grade Cerium Oxide CeO2 Factory Supply,https://www.alibaba.com/product-detail/Ceo2-Ceo2-Factory-Price-Cerium-Oxide_60815203212.html?s=p,,,1.0,kg,CeO2
CeO2,10.0,1.0,y,Cerium Oxide Powder with CAS No 1306-38-3 and CeO2 3N 4N 5N,https://www.alibaba.com/product-detail/Cerium-Oxide-Powder-with-CAS-No_62448196931.html?s=p,,,1.0,kg,CeO2
CeO2,2.5,10.0,y,Low price of CeO2 cerium oxide 99.999% purity,https://www.alibaba.com/product-detail/Low-price-of-CeO2-cerium-oxide_60662843203.html?s=p,,,10.0,kg,CeO2
CeO2,4.5,1.0,y,White Glass Mirrors Polishing Powder Cerium Oxide CeO2,https://www.alibaba.com/product-detail/White-Glass-Mirrors-Polishing-Powder-Cerium_1600102669243.html,,,1.0,kg,CeO2
Clay,0.2,1000.0,y,calcined kaolin clay for refractory,https://www.alibaba.com/product-detail/calcined-kaolin-clay-for-refractory_1600177548765.html?s=p,,,1.0,t,Clay
Clay,0.6,20000.0,y,Clay Organic Bentonite Clay For Coating And Painting,https://www.alibaba.com/product-detail/Clay-Organic-Bentonite-Clay-For-Coating_1600327870008.html?s=p,,,20.0,t,Clay
Clay,0.1,1000.0,y,China Clay Ceramic Grade Calcinated Kaolin Clay Powder Metakaolin Price Washed SNOWWHITE CALCINED Coated Raw Clay for paper,https://www.alibaba.com/product-detail/China-Clay-Ceramic-Grade-Calcinated-Kaolin_1600276757960.html?s=p,,,1.0,t,Clay
Clay,0.1,1000.0,y,YH-978 Organoclay bentonite clay with high performance,https://www.alibaba.com/product-detail/YH-978-Organoclay-bentonite-clay-with_60526573969.html?s=p,,,1.0,t,Clay
Co,10.0,1.0,y,Hot Sale Cobalt Metal Powder 99.9%Min -100mesh,https://www.alibaba.com/product-detail/Hot-Sale-Cobalt-Metal-Powder-99_1600241700272.html?s=p,,,1.0,kg,cobalt metal
Co,26.0,1.0,y,Metal Cobalt Cobalt Cobalt Metal Dental Metal CoCrW CoCrMo Cobalt Chrome Tungsten Alloy Powder Metal 3d Printing,https://www.alibaba.com/product-detail/Metal-Cobalt-Cobalt-Cobalt-Metal-Dental_62265199225.html?s=p,,,1.0,kg,cobalt metal
Co,10.0,1.0,y,Factory Price Sell Electrolytic Cobalt Metal,https://www.alibaba.com/product-detail/Factory-Price-Sell-Electrolytic-Cobalt-Metal_1600051729151.html?s=p,,,1.0,kg,cobalt metal
Co,20.0,1.0,y,Cobalt metal base alloys Stellite 6 Alloys for sale,https://www.alibaba.com/product-detail/Cobalt-metal-base-alloys-Stellite-6_62195920990.html,,,1.0,kg,cobalt metal
Co3O4,20.0,25.0,y,High Quality Cobalt Oxide 78% 74% HRCO Co3O4 Powder Wholesale,https://www.alibaba.com/product-detail/High-Quality-Cobalt-Oxide-78-74_1600125106786.html,,,25.0,kg,Co3O4 cobalt oxide
Co3O4,11.0,1.0,y,High Quality Ceramic Cobalt Oxide Co2o3 / CoO / Co3O4 Powder,https://www.alibaba.com/product-detail/High-Quality-Ceramic-Cobalt-Oxide-Co2o3_1600135267167.html,,,1.0,kg,Co3O4 cobalt oxide
Co3O4,15.0,100.0,y,"electronic component Cobalt Oxide ,CoO,Co2O3 , Co3O4 for magnetic materials 1308-06-1",https://www.alibaba.com/product-detail/electronic-component-Cobalt-Oxide-CoO-Co2O3_62135182120.html,,,100.0,kg,Co3O4 cobalt oxide
Co3O4,26.5,1.0,y,Cobalt Oxide co3o4 for carbide materials,https://www.alibaba.com/product-detail/Cobalt-Oxide-co3o4-for-carbide-materials_62276966906.html,,,1.0,kg,Co3O4 cobalt oxide
CoCl2,100.0,1.0,y,The factory to provide cas 7791-13-1 Cobalt chloride hexahydrate,https://www.alibaba.com/product-detail/The-factory-to-provide-cas-7791_1600404401954.html,6,183.25297766301583,1.0,kg,7791-13-1
CoCl2,15.0,500.0,y,Cobalt Chloride Hexahydrate CoCl2.6H2O CAS 7791-13-1,https://www.alibaba.com/product-detail/Cobalt-Chloride-Hexahydrate-CoCl2-6H2O-CAS_1600480467719.html,6,27.487946649452375,500.0,kg,7791-13-1
CoCl2,14.2,1000.0,y,Hot sale CAS 7791-13-1 COCl2.6H2O cobalt chloride hexahydrate price cobalt chloride,https://www.alibaba.com/product-detail/Hot-sale-CAS-7791-13-1_1600259632985.html,6,26.021922828148245,1000.0,kg,7791-13-1
CoCl2,11.0,25.0,y,High quality CoCl2 CAS: 7791-13-1 Cobalt Chloride Hexahydrate CoCl2.6H2O with best price 7791-13-1,https://www.alibaba.com/product-detail/High-quality-CoCl2-CAS-7791-13_643259272.html,6,20.15782754293174,25.0,kg,7791-13-1
CoCl2,0.001,1.0,y,High Quality Cobalt chloride hexahydrate CAS NO 7791-13-1 Manufacturer,https://www.alibaba.com/product-detail/High-Quality-Cobalt-chloride-hexahydrate-CAS_1600472214730.html,6,0.0018325297766301582,1.0,kg,7791-13-1
CoCl2,10.0,1.0,y,HOT SALES!!! CAS: 7791-13-1 Cobalt(II) chloride 6-hydrate,https://www.alibaba.com/product-detail/HOT-SALES-CAS-7791-13-1_60561783521.html,not_specified,,1.0,kg,7791-13-1
CoCl2,50.0,1.0,y,Cobalt chloride hexahydrate cas 7791-13-1,https://www.alibaba.com/product-detail/Cobalt-chloride-hexahydrate-cas-7791-13_1600274759844.html,6,91.62648883150791,1.0,kg,7791-13-1
CoCl2,11.5,500.0,y,7791-13-1 7791-13-1 High Quality Pink Or Mauve Crystal Cobalt Chloride Hexahydrate H12Cl2CoO6 Cocl2 CoCl2.6H2O CAS 7791-13-1,https://www.alibaba.com/product-detail/7791-13-1-7791-13-1_1600108310115.html?s=p,6,21.07409243124682,500.0,kg,7791-13-1
CoO,12.0,1.0,y,Cobalt Oxide Cobalt Oxide HRCO Co3O4 Cobalt - Oxide -Co2O3 Price High Purity Black 78 74% CoO Co2O3 Cobalt Oxide,https://www.alibaba.com/product-detail/Cobalt-Oxide-Cobalt-Oxide-HRCO-Co3O4_62486592329.html?s=p,,,1.0,kg,cobalt oxide
CoO,41.67,500.0,y,Professional Supplier High Purity CoO Powder Cobalt Industrial Material Cobaltous Oxide,https://www.alibaba.com/product-detail/Professional-Supplier-High-Purity-CoO-Powder_1600498454307.html?s=p,,,500.0,kg,cobalt oxide
CoO,42.0,500.0,y,Cobalt Oxide Cobalt Oxide Factory Price And Fast Delivery CAS:1308-06-1 Coo Co304 Cobalt Tetroxide Powder Cobalt Oxide,https://www.alibaba.com/product-detail/Cobalt-Oxide-Cobalt-Oxide-Factory-Price_1600104424563.html?s=p,,,500.0,kg,cobalt oxide
CoO,30.0,25.0,y,Factory Wholesales Hot Sale High Purity Quality CoO Powder Cobalt Oxide,https://www.alibaba.com/product-detail/Factory-Wholesales-Hot-Sale-High-Purity_1600348772933.html,,,25.0,kg,cobalt oxide
CoSO4,18.0,500.0,y,NT-ITRADE BRAND Cobalt Sulfate(Co33%min) CoSO4 . H2O. CAS13455-34-0,https://www.alibaba.com/product-detail/NT-ITRADE-BRAND-Cobalt-Sulfate-Co33_1600462340920.html,not_specified,,500.0,kg,CoSO4 cobalt
CoSO4,10.0,1.0,y,CAS 10124-43-3 red powder CoO4S Cobalt sulfate,https://www.alibaba.com/product-detail/CAS-10124-43-3-red-powder_1600276038148.html,not_specified,,1.0,kg,CoSO4 cobalt
CoSO4,5.0,1.0,y,Factory produced Cobalt sulfate 10124-43-3 cobaltsulfate( coso4 ),https://www.alibaba.com/product-detail/Factory-produced-Cobalt-sulfate-10124-43_1600149186957.html,not_specified,,1.0,kg,CoSO4 cobalt
CoSO4,18.0,500.0,y,Feed Grade Coso4 Hot Sale CAS:13455-34-0 Cobalt Sulfate Price,https://www.alibaba.com/product-detail/Feed-Grade-Coso4-Hot-Sale-CAS_60398924638.html,not_specified,,500.0,kg,CoSO4 cobalt
CoSO4,30.0,1.0,y,High Purity Cobalt -based Alloy Material/Stellite/Co-based Alloy Stator/Rotor,https://www.alibaba.com/product-detail/High-Purity-Cobalt-based-Alloy-Material_1600402913864.html,not_specified,,1.0,kg,CoSO4 cobalt
CoSO4,50000.0,500.0,y,"Supply electrolytic cobalt , cobalt sheet, cobalt plate content 99.98%",https://www.alibaba.com/product-detail/Supply-electrolytic-cobalt-cobalt-sheet-cobalt_10000006061790.html,not_specified,,500.0,kg,CoSO4 cobalt
CoSO4,45.0,1.0,y,high purity cobalt powder,https://www.alibaba.com/product-detail/high-purity-cobalt-powder_62355871955.html,not_specified,,1.0,kg,CoSO4 cobalt
CoSO4,85.0,1.0,y,high quality Co 99.6%min Cobalt Powder for Metallurgy industry,https://www.alibaba.com/product-detail/high-quality-Co-99-6-min_62044627605.html,not_specified,,1.0,kg,CoSO4 cobalt
CoSO4,20.7,1000.0,y,Cobalt Sulfate Coso4 7H2O Crystal Mudanjiang Fengda Factory Supply Good Price 10026-24-1 Cobalt Sulphate Cobalt Sulfate,https://www.alibaba.com/product-detail/Cobalt-Sulfate-Coso4-7H2O-Crystal-Mudanjiang_1600498391020.html,not_specified,,1.0,t,CoSO4 cobalt
Cr,18.0,1.0,y,Chromium Metal Chromiumchromium Chromium Metal High Pure Chromium Cr Metal Chrome Metal Powder For Sputtering Target,https://www.alibaba.com/product-detail/Chromium-Metal-Chromiumchromium-Chromium-Metal-High_62404946577.html?s=p,,,1.0,kg,chromium metal
Cr,15.0,1.0,y,CR chrome chromium metal particles 1-3mm,https://www.alibaba.com/product-detail/CR-chrome-chromium-metal-particles-1_1600113402616.html,,,1.0,kg,chromium metal
Cr,15.6,1.0,y,Metal Chromium Spherical metal chromium powder for 3D printing,https://www.alibaba.com/product-detail/Metal-Chromium-Spherical-metal-chromium-powder_1600258319117.html?s=p,,,1.0,kg,chromium metal
Cr,16.0,1.0,y,Metal Chromium Chromiumchromium Chromium Metal HRCR Good Price Pure Chrome Cr Metal Cr Chromium Lumps,https://www.alibaba.com/product-detail/Metal-Chromium-Chromiumchromium-Chromium-Metal-HRCR_62019389951.html?s=p,,,1.0,kg,chromium metal
Cr,140.0,1.0,y,High purity 99.95% planar Chromium metal price,https://www.alibaba.com/product-detail/High-purity-99-95-planar-Chromium_1600294721284.html?s=p,,,1.0,kg,chromium metal
Cr,26.0,25.0,y,The factory exports high purity powder metal chromium Cr>99.9% micro chromium powder for alloy Ni-Cr powder metallurgy parts,https://www.alibaba.com/product-detail/The-factory-exports-high-purity-powder_1600349597260.html?s=p,,,25.0,kg,chromium metal
Cr,1.0,1.0,y,Hot Sale High Purity Chromium Metal,https://www.alibaba.com/product-detail/Hot-Sale-High-Purity-Chromium-Metal_1600241772239.html?s=p,,,1.0,kg,chromium metal
Cr,5.0,1.0,y,OCr23Al5 nickel - chromium flexible metal strips / foil,https://www.alibaba.com/product-detail/OCr23Al5-nickel-chromium-flexible-metal-strips_60737725784.html,,,1.0,kg,chromium metal
Cr,16.0,1.0,y,Chromium pieces Pure Chromium buy Cr metal Chromium ingot,https://www.alibaba.com/product-detail/Chromium-pieces-Pure-Chromium-buy-Cr_1600481329039.html,,,1.0,kg,chromium metal
Cr,29.0,1.0,y,High Quality 1-3mm optical vacuum coating materials CR chrome chromium metal particles pure chromium price,https://www.alibaba.com/product-detail/High-Quality-1-3mm-optical-vacuum_1600469505287.html?s=p,,,1.0,kg,chromium metal
Cr,10.0,10.0,y,Buy Pure Chromium Chrome metal Lump price Cr,https://www.alibaba.com/product-detail/Buy-Pure-Chromium-Chrome-metal-Lump_1600079084538.html?s=p,,,10.0,kg,chromium metal
Cr2O3,3.8,10000.0,y,High Purity Chromic Oxide Cr2O3 Green Powder CAS 1308-38-9 With Good Price,https://www.alibaba.com/product-detail/High-Purity-Chromic-Oxide-Cr2O3-Green_1600407552626.html,,,10.0,t,Cr2O3 chromium oxide
Cr2O3,18.5,5.0,y,Cr2O3 SiO2 TiO2 Thermal Spraying Mixed Chrome Chromium Oxide Silicon Oxide Titanium Oxide Composite Powder,https://www.alibaba.com/product-detail/Cr2O3-SiO2-TiO2-Thermal-Spraying-Mixed_1600115387677.html,,,5.0,kg,Cr2O3 chromium oxide
Cr2O3,2.0,1.0,y,Pigment Grade Chrome Oxide Green/ Chromium Oxide ( Cr2O3 ),https://www.alibaba.com/product-detail/Pigment-Grade-Chrome-Oxide-Green-Chromium_60795553680.html,,,1.0,kg,Cr2O3 chromium oxide
Cr2O3,3.0,3000.0,y,Cr2O3 Chromium Oxide Powder CAS 1308-38-9,https://www.alibaba.com/product-detail/Cr2O3-Chromium-Oxide-Powder-CAS-1308_62416608574.html?s=p,,,3000.0,kg,Cr2O3 chromium oxide
Cr2O3,1.0,3000.0,y,China Manufacturer Chromium Oxide Green Price Cr2O3,https://www.alibaba.com/product-detail/China-Manufacturer-Chromium-Oxide-Green-Price_60775371364.html,,,3.0,t,Cr2O3 chromium oxide
Cr2O3,50.0,5.0,y,Glass Optical coating Use Chrome Chromium Oxide Cr2O3,https://www.alibaba.com/product-detail/Glass-Optical-coating-Use-Chrome-Chromium_60713239898.html,,,5.0,kg,Cr2O3 chromium oxide
Cr2O3,18.0,25.0,y,Chromium (III) oxide Cr2O3,https://www.alibaba.com/product-detail/Chromium-III-oxide-Cr2O3_1600457000708.html,,,25.0,kg,Cr2O3 chromium oxide
Cr2O3,3.8,5000.0,y,CR2O3 Chromium Oxide Green,https://www.alibaba.com/product-detail/CR2O3-Chromium-Oxide-Green_62408791701.html,,,5.0,t,Cr2O3 chromium oxide
Cr2O3,2.0,1.0,y,Chromium Oxide /Chrome Oxide Green for Refractory Bricks,https://www.alibaba.com/product-detail/Chromium-Oxide-Chrome-Oxide-Green-for_60475449186.html,,,1.0,kg,Cr2O3 chromium oxide
Cu,5.1,10.0,y,Copper Copper Bar Price Factory Provide 99.9% Pure Copper Material Red Copper Bar / Bars For Decorative,https://www.alibaba.com/product-detail/Copper-Copper-Bar-Price-Factory-Provide_60685236200.html?s=p,,,10.0,kg,copper metal
Cu,5.0,500.0,y,1mm 2mm 3mm metal 99.9% Cu pure copper plate copper sheet,https://www.alibaba.com/product-detail/1mm-2mm-3mm-metal-99-9_1600354191148.html,,,500.0,kg,copper metal
Cu,20.02,10.0,y,Thick Industrial pure copper sheet plate for china supplier,https://www.alibaba.com/product-detail/Thick-Industrial-pure-copper-sheet-plate_60757481450.html?s=p,,,10.0,kg,copper metal
Cu,6.0,1000.0,y,Copper Metal Gold Color Copper Brass Plate C10100 C12000 99.99 Pure Bronze Copper Sheet Metal / Pure Copper Plate,https://www.alibaba.com/product-detail/Copper-Metal-Gold-Color-Copper-Brass_1600471789744.html?s=p,,,1.0,t,copper metal
Cu,6.5,1.0,y,Copper Metal 99.99999 Pure Copper Sheet Metal Pure Copper Plate For Decorative Brass Plate,https://www.alibaba.com/product-detail/Copper-Metal-99-99999-Pure-Copper_1600249231110.html?s=p,,,1.0,kg,copper metal
Cu,8.0,200.0,y,Copper Metal Copper Plate Customized 99.99% Pure Bronze Copper Sheet Metal Copper Foil Plate,https://www.alibaba.com/product-detail/Copper-Metal-Copper-Plate-Customized-99_62007307216.html?s=p,,,200.0,kg,copper metal
Cu,0.6,5000.0,y,99.9% Pure Copper Tube / Copper Pipe Price,https://www.alibaba.com/product-detail/99-9-Pure-Copper-Tube-Copper_1600490366799.html?s=p,,,5.0,t,copper metal
Cu,8.5,500.0,y,Customized Pure Copper Metal Sheet Plate,https://www.alibaba.com/product-detail/Customized-Pure-Copper-Metal-Sheet-Plate_62512020427.html,,,500.0,kg,copper metal
Cu,5.0,1.0,y,C10100 Lowes Sheet Metal Copper,https://www.alibaba.com/product-detail/C10100-Lowes-Sheet-Metal-Copper_1600353574472.html,,,1.0,kg,copper metal
Cu,35.0,30.0,y,Copper Beryllium Copper C1721 Alloy25 Plate/Sheet For Electro-chemical Industries,https://www.alibaba.com/product-detail/Copper-Beryllium-Copper-C1721-Alloy25-Plate_1600227526885.html?s=p,,,30.0,kg,copper metal
Cu,0.28,1000.0,y,Customized 99.99 Pure Bronze Copper Sheet Metal / Pure Copper Plate,https://www.alibaba.com/product-detail/Customized-99-99-Pure-Bronze-Copper_1600459083553.html,,,1.0,t,copper metal
Cu,13.0,1.0,y,Copper pcb sheets metal 5ft/4ft copper plate from manufacture price,https://www.alibaba.com/product-detail/Copper-pcb-sheets-metal-5ft-4ft_1600125223140.html,,,1.0,kg,copper metal
CuO,60.0,1.0,y,high purity 99.9% CuO nano copper oxide powder,https://www.alibaba.com/product-detail/high-purity-99-9-CuO-nano_62312554145.html,,,1.0,kg,Copper Oxide CuO
CuO,13.0,1.0,y,Nano copper oxide dispersion Cupric Oxide CuO nanoliquid CAS1317-38-0,https://www.alibaba.com/product-detail/Nano-copper-oxide-dispersion-Cupric-Oxide_1600106883228.html?s=p,,,1.0,kg,Copper Oxide CuO
CuO,8.0,9000.0,y,Factory direct price 99% CuO 120 density black Cupric Oxide copper oxide price,https://www.alibaba.com/product-detail/Factory-direct-price-99-CuO-120_1600196888177.html,,,9.0,t,Copper Oxide CuO
CuO,5.0,1000.0,y,High purity CAS:1317-38-0 Industrial Grade Cupric oxide CuO 99% Copper Oxide,https://www.alibaba.com/product-detail/High-purity-CAS-1317-38-0_1600487264802.html,,,1000.0,kg,Copper Oxide CuO
CuO,10.0,500.0,y,Oxide Cuo Copper Cuo Copper Oxide Price High Purity CAS:1317-38-0 Industrial Grade Cupric Oxide CuO 99% Copper Oxide,https://www.alibaba.com/product-detail/Oxide-Cuo-Copper-Cuo-Copper-Oxide_60395280777.html?s=p,,,500.0,kg,Copper Oxide CuO
CuO,120.0,1.0,y,Price of copper oxide catalyst cuo cupric oxide nano powder,https://www.alibaba.com/product-detail/Price-of-copper-oxide-catalyst-cuo_60603139460.html?s=p,,,1.0,kg,Copper Oxide CuO
CuSO4,0.98,1000.0,y,Copper Sulfate Cuso4 Cuso4 Anhydrous Copper 2 Sulfate Cuso4 Copper Sulfate Blue For Paint,https://www.alibaba.com/product-detail/Copper-Sulfate-Cuso4-Cuso4-Anhydrous-Copper_1600391813879.html?s=p,0,0.98,1.0,t,Copper Sulfate CuSO4
CuSO4,0.98,1000.0,y,Sulfate Copper Sulphate Cuso4 Cuso4 Sulfate Salt Copper Sulphate Best Price Industry Grade Cuso4 Blue Crystal Copper Sulphate Efficient Copper Sulphate,https://www.alibaba.com/product-detail/Sulfate-Copper-Sulphate-Cuso4-Cuso4-Sulfate_1600408696645.html?s=p,not_specified,,1.0,t,Copper Sulfate CuSO4
CuSO4,300.0,1.0,y,Factory Price Sell Supported Nano Copper Sulfate Powder with CuSO4 Basic Nanoparticles and Nanopowder Dispersion,https://www.alibaba.com/product-detail/Factory-Price-Sell-Supported-Nano-Copper_62453940059.html?s=p,not_specified,,1.0,kg,Copper Sulfate CuSO4
CuSO4,7.0,1.0,y,Cuso4 Copper Sulphate Feed Grade CUSO4 5H2O 7758-99-8 98.5% Min 2 Years High Quality And Low Price Copper Sulphate Crystal,https://www.alibaba.com/product-detail/Cuso4-Copper-Sulphate-Feed-Grade-CUSO4_1600494384351.html?s=p,not_specified,,1.0,kg,Copper Sulfate CuSO4
CuSO4,0.98,1000.0,y,Best Price Industry Grade Cuso4 Blue Crystal 99% 98% 96% Copper Sulphate,https://www.alibaba.com/product-detail/Best-Price-Industry-Grade-Cuso4-Blue_1600391934927.html,not_specified,,1.0,t,Copper Sulfate CuSO4
